,Date,City,State,Dead,Injured,Total,Description,Year
1020,2021-02-06,Murfreesboro,Tennessee,1,4,5,One man was killed in a shooting at a party while two others were hospitalized. Another two were grazed by bullets but refused treatment.,2021
1021,2021-02-06,Bloomingdale,Illinois,1,5,6,A shooting at a hotel killed one man and wounded five others.,2021
1022,2021-02-05,Martinsville,Virginia,2,2,4,"Two were killed in a shooting at a restaurant, while two others were injured. One of the shooters engaged in a gunfight with the police.",2021
1023,2021-02-05,Mohnton,Pennsylvania,1,3,4,"Four men were shot at a hookah lounge, one fatally.",2021
1024,2021-02-05,Bolivar,Mississippi,3,1,4,A shooting at a club left three people dead and one injured.,2021
1025,2021-02-04,High Point,North Carolina,2,3,5,"During a hostage situation, a man killed a woman and shot three officers. The man was later killed by police.",2021
1026,2021-02-03,Memphis,Tennessee,1,3,4,One person died in North Memphis and three others were injured in a shooting.,2021
1027,2021-02-03,Colorado Springs,Colorado,3,1,4,"A shooter attacked four people at an apartment complex near Fort Carson, killing three.",2021
1028,2021-02-03,Oak Creek,Colorado,2,3,5,"Police discovered a wounded man, who told them he had been shot by another man. The shooter was discovered shortly afterward in a home where he killed one and injured two before being killed by a resident of the home.",2021
1029,2021-02-02,Sunrise,Florida,3,3,6,"2021 Sunrise, Florida shootout: Two FBI agents were shot and killed and three others wounded attempting to serve a warrant. The suspect barricaded himself in his home and opened fire before shooting and killing himself.",2021
1030,2021-02-02,Muskogee,Oklahoma,6,1,7,"2021 Muskogee shooting: Five children and one adult were shot and killed, and one other adult suffered life-threatening injuries, after a home shooting. The slain adult was the adult brother of the perpetrator.",2021
1031,2021-02-01,Rochester,New York,1,3,4,A man was killed and a woman and two men injured in the early morning.,2021
1032,2021-01-30,Albany,New York,1,4,5,"A woman was shot and killed, and four other people were injured after a shooting.",2021
1033,2021-01-29,McKees Rocks,Pennsylvania,2,3,5,Two people were killed and three others injured after a shooting outside a club.,2021
1034,2021-01-28,Flint,Michigan,1,4,5,"A woman was killed and four others, including a baby boy, were injured in a drive-by shooting.",2021
1035,2021-01-27,Santa Ana,California,0,4,4,Four men were wounded in the early morning at an illegal gambling den.,2021
1036,2021-01-25,Washington D.C.,Washington D.C.,1,4,5,A shooting at a market killed a Virginia Union University student and wounded four others in the Southeast section of the nation's capital.,2021
1037,2021-01-24,Las Vegas,Nevada,0,5,5,"Five people were hospitalized in a shooting, two in critical condition.",2021
1038,2021-01-24,Indianapolis,Indiana,6,1,7,Six people including a pregnant woman were killed and a teen was injured in a shooting at a house on the northeast side of Indianapolis. The teen suspect  is currently in custody.,2021
1039,2021-01-22,Covington,Kentucky,0,5,5,Five people were injured in a shooting at a bar. A suspect was arrested.,2021
1040,2021-01-21,Oakland,California,1,3,4,"One person died during a shoot-out in East Oakland, while three others were injured. The man who died was hit by a stray bullet.",2021
1041,2021-01-20,Crowley,Louisiana,0,4,4,Four people were injured in a shooting just outside Crowley city limits.,2021
1042,2021-01-18,Tobyhanna,Pennsylvania,0,4,4,Four people were wounded in a string of connected shootings at three different locations.,2021
1043,2021-01-17,Phoenix,Arizona,0,5,5,Five men were injured during a shooting near a strip mall. Police think there may have been a shootout.,2021
1044,2021-01-17,Phoenix,Arizona,1,6,7,A shooting at a nightclub killed one and injured six.,2021
1045,2021-01-16,Kankakee,Illinois,0,5,5,Four men and a woman were injured in an early morning shooting after an attendee at a house party opened fire.,2021
1046,2021-01-16,San Francisco,California,0,5,5,Five people were wounded after a shooting in the Tenderloin district.,2021
1047,2021-01-15,Philadelphia,Pennsylvania,0,4,4,Four teenagers were injured in a shooting in the Logan neighborhood of North Philadelphia.,2021
1048,2021-01-11,Miami,Florida,0,4,4,Four teenagers were shot outside an apartment complex in Brownsville in the third mass shooting in Metropolitan Miami in eight days.,2021
1049,2021-01-09,Houston,Texas,1,3,4,"A shooting at a nightclub left one person, a teenager, dead, and three others injured.",2021
1050,2021-01-09,Chicago  and Evanston,Illinois,6,2,8,A shooting that started in Chicago ended in Evanston left five people dead and two injured before the shooter was shot and killed by police.,2021
1051,2021-01-07,Washington D.C.,Washington D.C.,0,5,5,Three men and two boys were wounded in an evening shooting in Columbia Heights.,2021
1052,2021-01-06,Manassas,Virginia,1,3,4,A man opened fire on his family killing one man and injuring two women and a teenage boy before fleeing. He was discovered later by officers after dying in a car accident.,2021
1053,2021-01-06,Livingston,Texas,1,3,4,"Three men attempted to break into a home, and engaged in a gunfight with an occupant. The occupant was killed and two adults and a three-year-old girl were injured.",2021
1054,2021-01-05,Tampa,Florida,0,5,5,A shootout injured five people near a convenience store in the Palm River-Clair Mel area.,2021
1055,2021-01-04,Lauderhill,Florida,0,7,7,Seven people were injured in a shooting.,2021
1056,2021-01-04,New Orleans,Louisiana,0,4,4,"Three men and a fifteen-year-old boy were involved in a shoot-out in the 7th ward, and subsequently wounded by gunfire.",2021
1057,2021-01-03,Houston,Texas,1,4,5,"A fight broke out, outside a Midtown Houston nightclub and a man opened fire. Three officers working a second job as security were wounded, along with the shooter, and a woman, who was the mother of the shooter, was killed.",2021
1058,2021-01-03,Shreveport,Louisiana,2,3,5,Two groups of men opened fire at one another in the early morning. Two were killed and three wounded in the shooting.,2021
1059,2021-01-03,Santa Barbara,California,2,2,4,Two people were killed and two injured after another approached the group on foot and opened fire in the city's lower Eastside.,2021
1060,2021-01-03,Miami,Florida,0,4,4,Four people were wounded outside a nightclub in the evening.,2021
1061,2021-01-03,Gresham,Oregon,0,4,4,Four people were wounded at a private party.,2021
1062,2021-01-03,Miami,Florida,0,8,8,"Six adults and two teenagers were wounded at a basketball court in Little River Park in Northwest Miami-Dade, when two people walked up and opened fire.",2021
1063,2021-01-01,Fort Smith,Arkansas,0,7,7,Seven people were wounded in an early morning shooting at an event center hosting a New Year's party after two men in a disagreement shot at each other.,2021
1064,2021-01-01,Sioux City,Iowa,1,4,5,"A woman was killed and four others injured after a shooting occurred at a house party. Multiple guns fired into the house, and attendees fled and drove themselves to different hospitals.",2021
1065,2021-01-01,Amarillo,Texas,1,3,4,A man was killed and three others injured in an early morning shooting at a shopping center.,2021
1066,2021-01-01,Galesburg,Illinois,0,4,4,Four people were wounded in an early morning shooting while at home. Police believe the shooting was targeted.,2021
1067,2020-12-31,Happy Valley,Oregon,0,4,4,Four people were wounded after a shooting at a party. All four are expected to survive.,2020
1068,2020-12-31,Indianapolis,Indiana,1,3,4,A shooting unfolded outside a nightclub on New Year's Eve that killed a man and sent three others to the hospital.,2020
1069,2020-12-27,Smith Bay,United States Virgin Isls,1,3,4,Four men were wounded after a shooting near a restaurant. One of the wounded later died from his injuries.,2020
1070,2020-12-26,Lynn,Massachusetts,1,5,6,Six people were wounded in an evening shooting. One of the victims later died at the hospital.,2020
1071,2020-12-26,Miami,Florida,1,3,4,Three adults and a juvenile were wounded in an afternoon drive-by shooting. One of the wounded later died at the hospital.,2020
1072,2020-12-26,Tampa,Florida,2,2,4,Two men were killed and two injured in an early morning targeted shooting in Ybor City.,2020
1073,2020-12-26,Rockford,Illinois,3,3,6,Don Carter Lanes shooting: Three people are killed and three others injured in a shooting at a bowling alley. The shooter is believed to have selected his victims at random. A person of interest has been taken into custody by authorities.,2020
1074,2020-12-25,Atkins,Arkansas,5,0,5,"Five females aged between eight and fifty; three were children, were found killed by a family member. Police believe it was domestic related.",2020
1075,2020-12-25,Boynton Beach,Florida,1,4,5,Four people were injured and one was killed after a shooting on Christmas Day.,2020
1076,2020-12-24,Lakeland,Florida,1,4,5,"After a teenager got into a conflict with another group, four people were injured and one was killed after a shooting at the teenager's home.",2020
1077,2020-12-22,Meridian,Mississippi,5,0,5,Four individuals were discovered killed in three separate homes after wellness checks were called for them. The perpetrator died of a self inflicted gunshot wound.,2020
1078,2020-12-20,Mayfield,Kentucky,4,0,4,"A wife, husband, and two children were fatally shot inside of their home.",2020
1079,2020-12-20,Bridgeport,Connecticut,2,2,4,Two men were killed at a sports bar in an apparent targeted shooting. Two innocent bystanders were wounded.,2020
1080,2020-12-19,Chicago,Illinois,0,6,6,"Six people were wounded after someone walked into and opened fire inside a South Side beauty salon in the Burnside neighborhood, shortly after midnight. The salon was hosting an after hours party.",2020
1081,2020-12-18,Philadelphia,Pennsylvania,0,4,4,Three men and a woman were shot in the Kingsessing neighborhood. Cocaine and firearms were recovered on the scene.,2020
1082,2020-12-14,St. Louis,Missouri,0,4,4,Following a dispute outside of a restaurant four were people shot.,2020
1083,2020-12-13,Elkview,West Virginia,4,0,4,"A family member discovered two parents and two children, aged 12 and 13-years-old, killed in their home. The killer was reportedly a third teenaged child of the family.",2020
1084,2020-12-12,New York City,New York,0,4,4,Four men were wounded in an afternoon shooting in the Boerum Hill neighborhood of Brooklyn.,2020
1085,2020-12-12,Landover,Maryl,1,3,4,A man was killed and three others wounded at a large early morning gathering.,2020
1086,2020-12-12,San Bernardino,California,1,3,4,A man was killed and three others wounded in an early morning shooting.,2020
1087,2020-12-12,Copiague,New York,1,3,4,A man was killed and three others were wounded inside a deli.,2020
1088,2020-12-10,Jackson,Mississippi,0,5,5,Five men were wounded in a late night shooting. They were playing dice outside an apartment complex when a man drove up and started shooting. The man chased them through the complex before fleeing.,2020
1089,2020-12-10,Tifton,Georgia,0,4,4,Four people were wounded near the Charles Spencer Elementary School during school hours. No students were harmed or in danger.,2020
1090,2020-12-10,Metairie,Louisiana,2,2,4,Two people were killed and two wounded in a parking lot after an SUV pulled into it.,2020
1091,2020-12-08,Lacombe,Louisiana,2,3,5,A group of four men attempted to rob a home at gun point. The home owner opened fire in defense and killed two of the robbers and wounded the other two. The homeowner's four-year-old child was also wounded.,2020
