,Date,City,State,Dead,Injured,Total,Description,Year
1677,2020-01-04,Ocala,Florida,1,3,4,One man was killed and three men were injured in a mid morning shooting.,2020
1678,2020-01-02,New York City,New York,0,4,4,Four people were wounded in a drive-by shooting outside an apartment building in the Sunset Park neighborhood.,2020
1679,2020-01-01,Trujillo Alto,Puerto Rico,4,1,5,"A family of four, including nine-year-old twin boys, were shot and killed at their home after celebrating New Year's Eve. A 16-year-old boy was seriously injured.",2020
1680,2020-01-01,Huntington,West Virginia,0,7,7,"Seven people were wounded inside and out a hookah bar early in the morning, after an argument escalated.",2020
1681,2020-01-01,St. Louis,Missouri,3,1,4,Responding police discovered three people dead and one wounded at an early morning shooting in the Benton Park neighborhood.,2020
1682,2020-01-01,Cleveland,Ohio,0,4,4,An argument in a Downtown Cleveland night club's VIP section led to three people being wounded and a fourth person was shot in the head in the back alley.,2020
1683,2019-12-29,Danville,Illinois,0,5,5,Five women aged 18 to 32 years old were injured by gunfire after the home they were in was shot at by an unknown person.,2019
1684,2019-12-29,Buffalo,New York,1,3,4,"After an argument escalated on a front porch, four people were wounded by gunfire, with one man dying later at the hospital.",2019
1685,2019-12-29,White Settlement,Texas,3,0,3,"West Freeway Church of Christ shooting: Two people were killed inside the West Freeway Church of Christ by a gunman before he was shot and killed by a member of the security team. The attack was livestreamed, leading to numerous social media posts showing the shooting in progress.",2019
1686,2019-12-29,Ceres,California,0,5,5,Five people were shot outside a home after returning from a bar in Modesto where they had been involved in an altercation.,2019
1687,2019-12-27,Houston,Texas,2,7,9,Two people were killed and seven injured in a drive-by shooting at a music video set.,2019
1688,2019-12-27,Kennesaw,Georgia,0,4,4,Officers responding to a call about an individual shot arrived at a house party and found four teenagers injured.,2019
1689,2019-12-27,Modesto,California,1,3,4,Officers responding to a call of suspicious circumstances near an intersection found one man killed and two others and a woman injured.,2019
1690,2019-12-26,St. Petersburg,Florida,0,5,5,"Five people were wounded by gunfire outside a night club, with an additional three injured by the resulting building damage and chaos. The shooting occurred after an altercation escalated out onto the street.",2019
1691,2019-12-25,Oakland,California,0,4,4,Four people wounded by gunfire were discovered by police after responding to a house party.,2019
1692,2019-12-25,Coralville,Iowa,1,3,4,"Police responding to reports of shots fired discovered four wounded victims, one of which died later at the hospital.",2019
1693,2019-12-25,Richmond,Virginia,1,3,4,"One person was killed and three injured in a shooting outside a bar, after an earlier argument in a restaurant.",2019
1694,2019-12-24,High Point,North Carolina,0,6,6,Six people were wounded in a shooting in which the perpetrator was believed to have exited a vehicle and opened fire before leaving in it.,2019
1695,2019-12-24,New Orleans,Louisiana,0,4,4,Shooters wearing ski masks exited a vehicle and wounded four people before fleeing.,2019
1696,2019-12-22,Chicago,Illinois,0,13,13,"Thirteen people were shot at a party that was held to memorialize a victim of an earlier shooting, at least one was a teenager.",2019
1697,2019-12-22,Baltimore,Maryl,0,7,7,"Seven people were wounded in an early morning shooting, including two 17-year-olds.",2019
1698,2019-12-21,Waynesbroro,Mississippi,1,6,7,One person was killed and six injured in an apartment complex after a drive-by shooting.,2019
1699,2019-12-20,Tuskegee,Alabama,2,2,4,Two people were killed and two were injured in a late night double homicide.,2019
1700,2019-12-20,Winston-Salem,North Carolina,2,2,4,Two people were killed and a police officer and bystander injured at the local Sanitation Department after a fight escalated.,2019
1701,2019-12-19,Westerly,Rhode Isl,2,2,4,"A resident at Babcock Village Apartments shot two employees, one fatally, and one resident before killing himself.",2019
1702,2019-12-18,San Antonio,Texas,0,4,4,Four people were shot at the South Park Mall.,2019
1703,2019-12-17,Great Falls,Montana,4,1,5,Three people are killed and one wounded in a shooting at the Emerald City Casino. The suspect was later killed by police at a different location.,2019
1704,2019-12-15,Columbus,Georgia,1,4,5,One man was killed and four others injured at an intersection early in the morning.,2019
1705,2019-12-14,Ivanhoe,California,0,4,4,Four teenagers were wounded in a drive-by shooting at an apartment complex.,2019
1706,2019-12-12,St. Louis,Missouri,1,3,4,One man was killed and three wounded in a business parking lot.,2019
1707,2019-12-10,Jersey City,New Jersey,6,3,9,"2019 Jersey City shooting: Four people were killed, including a police officer, and another three were injured in an ambush style shootout by a man and woman who were killed by police. The suspects were Black Hebrew Israelites members and targeted a kosher grocery store.",2019
1708,2019-12-10,Edinburg,Texas,4,0,4,"Four people were discovered dead in a home, in either by a murder-suicide or a quadruple homicide. A toddler was also in the home, unharmed.",2019
1709,2019-12-08,Desoto,Texas,2,3,5,"Two men were killed and three injured at an apartment building. The incident was originally reported as a home invasion, although the account was not confirmed.",2019
1710,2019-12-08,New Orleans,Louisiana,1,4,5,"Five people were shot outside a local bar, with one man dying of his injuries at the hospital.",2019
1711,2019-12-06,Pensacola,Florida,4,8,12,Naval Air Station Pensacola shooting: A man killed three individuals and injured eight more at Naval Air Station Pensacola before being killed by police. A terrorist motive is suspected to be behind the attack.,2019
1712,2019-12-05,Miramar,Florida,4,1,5,"2019 Miramar shootout: Four people are dead and one injured after a pair of men rob a jewelry store in Coral Gables, injuring the clerk, then carjack a UPS truck and lead police on a chase that ended in a shootout in Miramar that killed the UPS driver, a bystander, and the suspects.",2019
1713,2019-12-04,Pearl Harbor,Hawaii,3,1,4,"22-year-old Gabriel Romero, a US Navy sailor and submarine crewman, randomly opened fire just minutes after starting his shift for routine guard duty at at Joint Base Pearl Harbor–Hickam. He opened fire on a group of civilian workers, killing two and wounded another, before immediately shooting himself. The motive is thought to be a toxic cultural environment in the USN, particularly among submarine crewman.",2019
1714,2019-12-04,Montgomery,Alabama,2,2,4,Two people were killed and two wounded in an apartment complex.,2019
1715,2019-12-01,Comstock Township,Michigan,1,3,4,One person was killed and three police officers wounded when a home invasion turned into a hostage situation.,2019
1716,2019-12-01,Cotton Valley,Louisiana,2,3,5,"One woman was killed and three others wounded, including a perpetrator, after an argument escalated at a nightclub.",2019
1717,2019-12-01,New Orleans,Louisiana,2,2,4,Two people were killed and two injured at an intersection hours after the first mass shooting in the city.,2019
1718,2019-12-01,New Orleans,Louisiana,0,10,10,2019 New Orleans shooting: Ten people were shot in a densely populated area with heavy police presence at a time when tens of thousands of tourists were downtown for the Bayou Classic football game.,2019
1719,2019-12-01,Aurora,Illinois,1,4,5,"One person was killed and four were injured in a shooting in Aurora, Illinois.",2019
1720,2019-11-29,Amarillo,Texas,0,7,7,Seven people were shot at a nightclub in the early morning.,2019
1721,2019-11-27,New York City,New York,0,5,5,Five people were wounded including two children aged 10 and 15.,2019
1722,2019-11-25,Brownsville,Florida,2,2,4,Two men were killed and two others wounded in a drive-by shooting. One suspect was arrested after the car crashed into a parked police car.,2019
1723,2019-11-24,Birmingham,Alabama,1,4,5,One person was killed and four others injured in a drive-by shooting after being made to leave a club following an argument.,2019
1724,2019-11-24,Los Angeles,California,0,6,6,Six people were wounded at a warehouse party after an argument escalated and the perpetrator opened fire.,2019
1725,2019-11-24,Cottonport,Louisiana,2,2,4,Two people were killed and two others injured in an early morning shooting at a club.,2019
1726,2019-11-23,Los Angeles,California,0,4,4,Four people were wounded at an outdoor party after a fight broke out.,2019
1727,2019-11-23,Tallulah,Louisiana,1,6,7,One person was killed and six injured after an argument at a club escalated and the perpetrator began to fire randomly.,2019
1728,2019-11-21,Everett,Washington,0,4,4,Four people were wounded in an apartment complex during a large gathering.,2019
1729,2019-11-21,Long Beach,California,0,5,5,Five people were wounded randomly as a man drove down a road and opened fire on pedestrians.,2019
1730,2019-11-20,Richmond,California,0,4,4,Four people were wounded in a shooting.,2019
1731,2019-11-18,Newark,New Jersey,1,3,4,One person was killed and three people were injured in two homes on one street.,2019
1732,2019-11-17,Fresno,California,4,6,10,"2019 Fresno shooting: Ten people were shot, four fatally, at a football watch party.",2019
1733,2019-11-17,Cleveland,Ohio,0,4,4,Four people were wounded outside a home by a drive-by shooting.,2019
1734,2019-11-16,San Diego,California,5,1,6,"A man killed his estranged wife and their three children, wounding a fourth child, before killing himself.",2019
1735,2019-11-14,Santa Clarita,California,3,3,6,"Saugus High School shooting: A high school student shot five classmates, two fatally, before shooting himself; he died the next day in the hospital.",2019
1736,2019-11-11,Belle Glade,Florida,0,4,4,Four people were shot randomly along a road.,2019
1737,2019-11-10,Kansas City,Missouri,0,4,4,Four people were wounded outside a night club after a disturbance escalated.,2019
1738,2019-11-10,Memphis,Tennessee,1,4,5,A woman was killed and four others were wounded during an early morning shooting at a strip club.,2019
1739,2019-11-10,Little Rock,Arkansas,0,4,4,"An adult male and three children, aged 12 through 13-years-old, were wounded by an unknown perpetrator while filming a rap music video.",2019
1740,2019-11-09,Detroit,Michigan,0,4,4,Four men were wounded in a drive-by shooting in a parking lot.,2019
1741,2019-11-09,Vidalia,Georgia,0,4,4,"Two vehicles were shot at, wounding three adults and a 10-year-old child.",2019
1742,2019-11-07,Conyers,Georgia,2,3,5,An argument escalated and left one man injured and another dead. The shooter then engaged in a shootout with officers injuring two officers before being killed.,2019
1743,2019-11-04,Houston,Texas,1,3,4,A man was killed and three other people were injured when a person opened fire at a group in a driveway.,2019
1744,2019-11-03,Toledo,Ohio,0,4,4,Officers responding to a Shotspotter alert found four people wounded at a nightclub.,2019
1745,2019-11-03,Nacogdoches,Texas,1,3,4,"A man shot at five men working on a barn, killing one and injured three others.",2019
1746,2019-11-02,Detroit,Michigan,1,4,5,One person was killed and five injured at an after hours party.,2019
1747,2019-11-02,Baton Rouge,Louisiana,0,4,4,Four people were wounded in a shooting.,2019
1748,2019-11-01,Tolleson,Arizona,0,5,5,Five teenagers were wounded at a Halloween party in a vacant home.,2019
1749,2019-11-01,San Angelo,Texas,0,4,4,Four people were wounded in a drive-by shooting outside a night club.,2019
1750,2019-10-31,Orinda,California,5,4,9,"Orinda shooting: At an overnight Halloween party attended by over 100 people, five people were killed, and four more wounded by gunfire.",2019
1751,2019-10-29,Long Beach,California,3,9,12,Three men were killed and nine injured at a Halloween party at a residential home.,2019
1752,2019-10-28,Baltimore,Maryl,1,3,4,A man was killed and two adults and a 17-year-old were injured in front of a store.,2019
1753,2019-10-27,Lansing,Michigan,1,4,5,One man was killed and four others were injured at a house party.,2019
1754,2019-10-27,Detroit,Michigan,0,4,4,Four men were injured in a random drive by shooting.,2019
1755,2019-10-27,Greenville,Texas,2,10,12,Two men were killed and ten others injured at a large party to celebrate Texas A&M University's homecoming weekend.,2019
1756,2019-10-26,Jersey City,New Jersey,0,4,4,Four people were wounded in a late night shooting.,2019
1757,2019-10-24,Oklahoma City,Oklahoma,2,2,4,Two people were killed and two injured at a home late at night.,2019
1758,2019-10-22,Oklahoma City,Oklahoma,1,3,4,One person was killed and three wounded at an apartment complex late at night.,2019
1759,2019-10-21,Sumter,South Carolina,0,4,4,Four people were shot at random and wounded by a lone gunman.,2019
1760,2019-10-20,Port Arthur,Texas,1,3,4,A woman was killed and three others injured in an early morning shooting.,2019
1761,2019-10-19,El Paso,Texas,1,3,4,One man was killed and two others and a woman were injured in an early morning shooting.,2019
1762,2019-10-19,Duquesne,Pennsylvania,0,4,4,Four people were shot in a drive-by shooting.,2019
1763,2019-10-15,Miami,Oklahoma,2,2,4,A man killed his 11-year-old daughter and wounded her mother and the mother's boyfriend before committing suicide.,2019
1764,2019-10-15,Columbus,Ohio,0,4,4,Three teenagers and an adult male were injured while sitting on a porch.,2019
1765,2019-10-14,San Juan,Puerto Rico,6,0,6,2019 Río Piedras shooting: Six people were killed in a shootout at a housing project.,2019
1766,2019-10-14,Philadelphia,Pennsylvania,3,1,4,A woman killed her two children and her husband before attempting to commit suicide.,2019
1767,2019-10-13,Akron,Ohio,0,4,4,One woman and three men were wounded outside a bar.,2019
1768,2019-10-13,Philadelphia,Pennsylvania,0,6,6,A 14-year-old boy and five men were wounded while standing on the street.,2019
1769,2019-10-12,Baltimore,Maryl,1,3,4,A man was killed and three others injured.,2019
1770,2019-10-12,New York City,New York,4,3,7,Four people were killed and three injured at a social club.,2019
1771,2019-10-12,Crosby,Texas,0,4,4,Four men were wounded after a brawl near a gas station.,2019
1772,2019-10-12,Eastpointe,Michigan,1,5,6,One person was killed and five injured after an argument escalated in a local bar.,2019
1773,2019-10-12,Chicago,Illinois,5,0,5,Four people were killed and one injured after a neighbor entered their apartment and opened fire. The fifth victim died of her injuries later in hospital.,2019
1774,2019-10-10,Philadelphia,Pennsylvania,0,5,5,Five men were wounded after a driver was angered over a game of dice.,2019
1775,2019-10-10,Milwaukee,Wisconsin,1,3,4,"A man was killed while another man and two children, ages 10 and 14, were wounded.",2019
1776,2019-10-10,Tampa,Florida,2,2,4,Two people were killed and two wounded at a mobile home.,2019
1777,2019-10-09,Baltimore,Maryl,1,3,4,"A man was killed and three other individuals, including a 15-year-old boy, were injured.",2019
1778,2019-10-07,Abington,Massachusetts,5,0,5,"A family of five, two adults and three children, were found shot to death in their home in an apparent murder-suicide.",2019
1779,2019-10-06,Denver,Colorado,0,4,4,"An argument escalated during a large gathering outside a home, and four people were wounded.",2019
1780,2019-10-06,Evansville,Indiana,0,5,5,"An argument inside of an American Legion bar escalated, and five men were shot as they left the bar.",2019
1781,2019-10-06,Kansas City,Kansas,4,5,9,Four people were killed and another five people wounded in a shooting at a bar.,2019
1782,2019-10-05,Lawton,Oklahoma,4,0,4,Two adults and two children were discovered dead in a home.,2019
1783,2019-10-03,Roxboro,North Carolina,1,3,4,A man was killed and three others wounded.,2019
1784,2019-10-03,Marshall,Missouri,1,3,4,Three people were wounded and a fourth later died at the hospital in a shooting.,2019
1785,2019-10-01,St. Louis,Missouri,0,4,4,Four men were wounded after two cars drove by a crowd of people and opened fire.,2019
1786,2019-09-29,Clafin,Kansas,0,4,4,Four people were wounded after an individual fired a shotgun towards a group of people at a house party.,2019
1787,2019-09-29,Jacksonville,Florida,0,4,4,Four people were injured while attending a large party after an individual fired into the air.,2019
1788,2019-09-29,Milwaukee,Wisconsin,0,4,4,Four young women were injured after an individual fired into a home were a house party was being held.,2019
1789,2019-09-29,Round Lake,Illinois,1,3,4,A man was killed and three injured after unknown individuals attempted to crash a house party and began shooting.,2019
1790,2019-09-29,Beaumont,Texas,4,0,4,Four men were shot and killed at an apartment complex after a disturbance between roommates escalated.,2019
1791,2019-09-27,Seaman,Ohio,3,1,4,A man killed his mother then drove to a gas station where he attempted to kidnap a clerk then killed a man and injured the clerk before robbing another gas station and committing suicide.,2019
1792,2019-09-24,Chicago,Illinois,1,3,4,A 17-year-old boy was killed and three adults were injured in the Lower West Side.,2019
1793,2019-09-23,Gary,Indiana,2,2,4,Two men were killed and a woman and man injured in an early morning shooting.,2019
1794,2019-09-22,Independence,Missouri,0,5,5,Five people were wounded at The SPOTT Lifestyle and Swingers Club.,2019
1795,2019-09-21,Lancaster,South Carolina,2,8,10,"Ten people were shot, two fatally, during a bar fight that escalated.",2019
1796,2019-09-21,Indianapolis,Indiana,0,6,6,Three adults and three juveniles were injured after a fight escalated.,2019
1797,2019-09-21,New Orleans,Louisiana,0,4,4,Four people were wounded after shot were fired into their car.,2019
1798,2019-09-21,South Bend,Indiana,1,3,4,A man was killed and three women injured in an early morning shooting.,2019
1799,2019-09-20,New Orleans,Louisiana,1,5,6,"Six people were shot, one fatally, at an intersection in the Mid-City Area.",2019
1800,2019-09-19,Washington D.C.,Washington D.C.,1,5,6,"A man was killed, and four others and a woman injured, in a possible drive-by in the Columbia Heights District.",2019
1801,2019-09-18,Chicago,Illinois,3,1,4,Three men were killed and one injured after an argument about cigarettes escalated outside a West Garfield Park convenience store.,2019
1802,2019-09-18,Los Angeles,California,2,2,4,"A man and woman were killed, and two other women injured, in the Wilmington neighborhood after an individual shot into a crowd of people.",2019
1803,2019-09-16,Cheyenne,Wyoming,2,2,4,"Two adults killed, two juveniles injured in east Cheyenne shooting.",2019
1804,2019-09-14,LaGrange,Georgia,0,4,4,Four individuals were wounded after an individual opened fire.,2019
1805,2019-09-14,St. Louis,Missouri,2,2,4,"Responding police officers discovered a car covered in gunshots, and discovered a deceased male and two men and a female injured. One of the injured men later died.",2019
1806,2019-09-14,Oakland,California,1,4,5,"An argument escalated between two men outside a Laurel District bar, leading to a man killed and three men and a woman injured.",2019
1807,2019-09-13,Cincinnati,Ohio,0,4,4,A feud between two men led to four people being injured after it escalated in the North Fairmont neighborhood.,2019
1808,2019-09-12,Albuquerque,New Mexico,1,3,4,One person was killed and three others injured at a local apartment complex.,2019
1809,2019-09-12,Albuquerque,New Mexico,4,2,6,"Two adults, a 16-year-old girl, and a 17-year-old boy were killed and two others injured in a mobile home park.",2019
1810,2019-09-10,Chicago,Illinois,0,4,4,Three young adult males and a 17-year-old boy were injured in the back of a house in the West Town neighborhood.,2019
1811,2019-09-08,Alexandria,Louisiana,1,3,4,A woman shot and killed one woman and injured three others after a continuation of an argument escalated.,2019
1812,2019-09-08,Sumter,South Carolina,2,3,5,"Two men were killed and three other individuals injured at a local convenience store, in the early morning.",2019
1813,2019-09-07,Whiteville,North Carolina,3,1,4,"A husband, wife and their five-year-old son were killed while the grandmother was injured in a targeted attack.",2019
1814,2019-09-06,Saint Croix,United States Virgin Isls,0,4,4,Four people were shot at a housing community.,2019
1815,2019-09-04,Jacksonville,Florida,0,4,4,Three adults and a child were wounded in a shooting.,2019
1816,2019-09-04,Marrero,Louisiana,2,2,4,"A man and a seven-year-old girl were killed, and another man and a 11-year-old boy were injured after an argument apparently escalated.",2019
1817,2019-09-02,Elkmont,Alabama,5,0,5,A 14-year-old boy shot dead five family members – two adults and three children – in an Alabama residence. He confessed the crime to the police.,2019
1818,2019-09-02,Chicago,Illinois,0,4,4,Four men were wounded in a drive-by shooting outside of a CTA Green Line station in Washington Park.,2019
1819,2019-09-02,Greensboro,North Carolina,2,2,4,Two men were killed and a woman and small child injured during a home invasion.,2019
1820,2019-09-01,Rocky Mount,North Carolina,0,4,4,Four people were shot at a private party at a Moose Lodge.,2019
1821,2019-09-01,Valley,Alabama,0,7,7,Six adult males and a 15-year-old boy were wounded outside a kindergarten after an argument over a Lanett vs. Lafayette football game escalated.,2019
1822,2019-09-01,Hartford,Connecticut,0,4,4,Three men and a 17-year-old boy were wounded in a shooting.,2019
1823,2019-09-01,Toledo,Ohio,0,4,4,Four people were found shot in the early morning.,2019
1824,2019-08-31,Odessa and Midland,Texas,8,25,33,"Midland–Odessa shooting: Eight people were killed, including the perpetrator, and 25 were wounded when a gunman opened fire on police and civilians after fleeing from a traffic stop.",2019
1825,2019-08-31,Charlotte,North Carolina,1,3,4,A man was killed and three others were injured at a University of North Carolina at Charlotte off-campus apartment complex.,2019
1826,2019-08-31,Frederick,Maryl,0,4,4,Four people were injured after an argument escalated.,2019
1827,2019-08-30,Baltimore,Maryl,1,3,4,A woman was killed and three others were injured in a possible retaliation to a previous stabbing.,2019
1828,2019-08-30,Mobile,Alabama,0,10,10,"Ten people, ranging in age from 15 to 18, were injured at a high school football game after a fight escalated.",2019
1829,2019-08-29,Baltimore,Maryl,1,3,4,"A 16-year-old boy was killed, while two teen boys – a 14-year-old and 15-year-old – and an adult woman were injured.",2019
1830,2019-08-26,Pembroke Falls,Florida,4,0,4,"A man killed his wife, mother-in-law, and one of his three-year-old twin daughters before committing suicide.",2019
1831,2019-08-25,Chicago,Illinois,1,3,4,A 17-year-old boy was killed and three adults were wounded after a large group was fired upon.,2019
1832,2019-08-25,Hobbs*,New Mexico,3,4,7,"2019 Hobbs, New Mexico party shootingPolice responded to a party due to a shots fired call and found three dead and four wounded.",2019
1833,2019-08-24,Temple,Maryl,0,7,7,Seven people were wounded at a two-year-old's birthday party after a fight escalated.,2019
1834,2019-08-24,Lynn,Massachusetts,1,3,4,A man was killed and three were injured while attending a basketball tournament.,2019
1835,2019-08-24,Coconut Creek,Florida,2,3,5,"Two people were killed and three were injured, including a police officer, in a shooting. A suspect was apprehended.",2019
1836,2019-08-23,St. Louis,Missouri,1,3,4,An eight-year-old girl was killed and three others were wounded in a shooting near Soldan High School.,2019
1837,2019-08-23,Houston,Texas,2,2,4,Two men were killed and a man and woman were injured in a drive-by shooting.,2019
1838,2019-08-22,Columbia,South Carolina,2,2,4,"A man opened fire on patrons at a bar, killing two and wounding two others, after being kicked out.",2019
1839,2019-08-22,Los Angeles,California,0,4,4,"Four people, including a social worker and a security guard were wounded in the Skid Row district.",2019
1840,2019-08-20,Atlanta,Georgia,0,4,4,Four female students from Clark Atlanta University and Spelman College were wounded during a block party.,2019
1841,2019-08-18,Kansas City,Missouri,0,4,4,Four teenagers were wounded after an argument escalated during a gathering in a hotel room.,2019
1842,2019-08-17,Newport News,Virginia,1,3,4,"A woman was killed, and responding officers engaged with the suspect causing an officer, bystander and the suspect to be wounded.",2019
1843,2019-08-17,Houston,Texas,0,7,7,Seven people were injured in a shooting at a party.,2019
1844,2019-08-17,Kansas City,Missouri,0,4,4,Police responded to a shooting call and discovered four people wounded.,2019
1845,2019-08-15,Montgomery,Alabama,2,3,5,Two people were killed and three wounded in a shooting near Alabama State University.,2019
1846,2019-08-15,Philadelphia,Pennsylvania,0,5,5,Four men and a teenage boy were wounded.,2019
1847,2019-08-14,Philadelphia,Pennsylvania,0,6,6,Six Philadelphia Police officers were shot during an eight-hour standoff while attempting to serve a drug warrant.,2019
1848,2019-08-14,New Manchester,West Virginia,1,5,6,A man killed his girlfriend and injured five others and a dog before being wounded by police and arrested.,2019
1849,2019-08-13,Tacoma,Washington,2,3,5,Police responded to calls of shots fired and found a deceased male and three women wounded. One died at the hospital from their injuries.,2019
1850,2019-08-13,Greenwood,Mississippi,0,4,4,Four people were wounded in a shooting.,2019
1851,2019-08-12,Riverside,California,2,2,4,A police officer was killed and two were wounded after a suspect opened fire during a traffic stop. The suspect was killed by police.,2019
1852,2019-08-12,Hickory,North Carolina,3,1,4,"A man shot and killed his estranged wife and a man, then wounded another man before committing suicide.",2019
1853,2019-08-11,Chicago,Illinois,0,6,6,Six people were injured when they were shot by a gunman in a car in Garfield Park.,2019
1854,2019-08-10,San Francisco,California,0,4,4,Four people were injured in an overnight shooting in the parking lot of a McDonald's restaurant.,2019
1855,2019-08-10,Richmond,Virginia,0,4,4,Four people were injured in a shooting.,2019
1856,2019-08-09,Chicago,Illinois,0,4,4,Four people were injured in a drive-by shooting in Marquette Park.,2019
1857,2019-08-09,Houston,Texas,0,4,4,Four men were injured during a shoot-out at a convenience store.,2019
1858,2019-08-08,Irvington,New Jersey,1,3,4,A gunman wearing body armor killed another man and wounded three responding police officers before being arrested.,2019
1859,2019-08-07,St. Louis,Missouri,2,2,4,Two people were killed and two were injured in a shooting that also involved a motor vehicle crash.,2019
1860,2019-08-06,Detroit,Michigan,0,4,4,Four people were shot and injured after a dispute.,2019
1861,2019-08-06,Stone Mountain,Georgia,4,0,4,"A man killed two women and a man, before killing himself in a triple murder–suicide.",2019
1862,2019-08-05,Suitland,Maryl,1,3,4,One person was killed and three were wounded after a large fight broke out following a funeral service.,2019
1863,2019-08-05,New York City,New York,0,4,4,Four people were injured in a shooting during a candlelight vigil in Crown Heights.,2019
1864,2019-08-05,San Antonio,Texas,4,0,4,"A man killed his uncle, grandmother and mother before he set the house on fire and committed suicide in a triple murder–suicide.",2019
1865,2019-08-04,Memphis,Tennessee,1,3,4,One man was killed and three others were injured in an early morning shooting.,2019
1866,2019-08-04,Grenada,Mississippi,0,4,4,Four people were discovered wounded in an overnight shooting.,2019
1867,2019-08-04,Chicago,Illinois,1,7,8,One person was killed and seven others were injured in a shooting in the Lawndale community.,2019
1868,2019-08-04,Chicago,Illinois,0,7,7,Seven people were wounded in a drive-by shooting near Douglass Park.,2019
1869,2019-08-04,Dayton,Ohio,10,27,37,"2019 Dayton shooting: A gunman killed nine people and injured 27 outside of a bar after he was denied entry, before being killed by police.",2019
1870,2019-08-03,El Paso,Texas,23,23,46,2019 El Paso shooting: 23 people were killed and 23 were injured at a Walmart near the Cielo Vista Mall in a Hispanophobic massacre. The perpetrator was taken into custody.,2019
1871,2019-08-02,Suffolk,Virginia,2,3,5,"Two men were killed, and two women and a two-year-old were wounded at multiple crime scenes.",2019
1872,2019-08-02,Pomfret,Maryl,3,1,4,"A man shot and killed his in-laws, and wounded an 11-year-old boy sitting in a relative's car before committing suicide.",2019
1873,2019-07-31,Elkhart,Indiana,3,1,4,"Police responding to shots fired at a senior living complex discovered a wounded woman, and two males and a woman deceased. It is believed one of the deceased males was the shooter.",2019
1874,2019-07-30,Southaven,Mississippi,2,2,4,"At a Walmart store, a man killed two people then wounded a police officer before being shot by police and arrested.",2019
1875,2019-07-30,Haskell,Oklahoma,0,4,4,"During an attempted home invasion, shots were fired and four people were wounded.",2019
1876,2019-07-30,Rosenberg,Texas,3,1,4,"A man shot and killed his ex-girlfriends parents, and wounded her, before committing suicide in a murder–suicide.",2019
1877,2019-07-30,Columbus,Ohio,0,5,5,Five people were shot at a party at a home rented through Airbnb.,2019
1878,2019-07-28,Philadelphia,Pennsylvania,1,5,6,One man was killed and five were injured by an unknown perpetrator as the victims were preparing to shoot a rap video.,2019
1879,2019-07-28,Chippewa Falls,Wisconsin,5,2,7,"A gunman shot six people, four fatally, before killing himself.",2019
1880,2019-07-28,Chicago,Illinois,0,4,4,One woman and three men were wounded in a drive-by shooting outside of a Lawndale gas station.,2019
1881,2019-07-28,Gilroy,California,4,17,21,"Gilroy Garlic Festival shooting: Sixteen people were shot, four fatally, including a gunman and two children, at the Gilroy Garlic Festival.",2019
1882,2019-07-28,Uniontown,Pennsylvania,0,4,4,Four people were wounded on two separate streets in connection with a large party.,2019
1883,2019-07-28,Washington D.C.,Washington D.C.,0,4,4,Four people were shot and injured while standing outside of a bar/nightclub.,2019
1884,2019-07-27,New York City,New York,1,12,13,"Thirteen people were shot, one fatally, at a playground in Brownsville.",2019
1885,2019-07-27,Wichita,Kansas,1,3,4,One man was killed and three were injured after an altercation at an apartment complex. The suspect was later arrested.,2019
1886,2019-07-25,Albemarle,North Carolina,3,1,4,"Officers responded to a call at a residence and discovered three deceased victims, and one wounded male, resulting from a double murder–suicide.",2019
1887,2019-07-25,Los Angeles,California,4,2,6,"A man killed four people, including his father and brother, and wounded two more at a total of four different crime scenes across the San Fernando Valley. Two of the wounded later died, bringing the death toll to 4 people.",2019
1888,2019-07-23,Pembroke Park,Florida,2,2,4,Two men were killed and two others were wounded after an argument between a group escalated into a shooting.,2019
1889,2019-07-21,Chicago,Illinois,0,4,4,"A gunman opened fire on a group of people, wounding four, as they congregated outside of a gas station.",2019
1890,2019-07-21,Washington D.C.,Washington D.C.,0,4,4,"Four people were injured in a shooting, which was captured by surveillance video.",2019
1891,2019-07-20,Chicago,Illinois,0,7,7,"Seven people were wounded in a shooting in Lincoln Park, after an argument between two groups escalated.",2019
1892,2019-07-20,Jersey City,New Jersey,0,6,6,Six people were wounded in an overnight shooting.,2019
1893,2019-07-20,Clairton,Pennsylvania,0,4,4,Four teenagers—between the ages of 14 and 18—were wounded in a shooting at a graduation party.,2019
1894,2019-07-18,Chicago,Illinois,1,3,4,One woman was killed and three people were injured on a porch at a home in Garfield Park in Chicago's West Side.,2019
1895,2019-07-17,Lubbock,Texas,1,3,4,Five men in a vehicle were targeted by a shooter who killed one and injured three others.,2019
1896,2019-07-16,San Antonio,Texas,0,4,4,"A man opened fire on his co-workers at a moving company, injuring four, after a disagreement escalated. The suspect was later arrested.",2019
1897,2019-07-15,Baltimore,Maryl,2,2,4,"A man attempted to use a gun to demand methadone, then killed one and wounded two before being killed by police in a shootout.",2019
1898,2019-07-15,New Orleans,Louisiana,1,3,4,One person was killed and three were wounded in an apartment complex.,2019
1899,2019-07-15,Atlanta,Georgia,0,4,4,Four people were wounded in a shooting after a potential drug deal turns deadly.,2019
1900,2019-07-13,Philadelphia,Pennsylvania,0,7,7,Seven people were wounded in a shooting during a neighborhood basketball game.,2019
1901,2019-07-13,Chicago,Illinois,1,4,5,One person was killed and four were wounded in a drive-by shooting in Chicago's South Side.,2019
